Departamentos;Muestras Claro;Muestras Personal;Muestras Movistar;THP Claro;THP Personal;THP Movistar;Latencia Claro;Latencia Mejor;Intensidad Claro;Intensidad Mejor;Tiempo IyV Claro;Tiempo IyV Mejor;Localidad;Provincia;Periodo
Ramallo, BUENOS AIRES;3,390,000;2,270,000;408;11.77;12.68;11.42;69;58;-102;-102;63;52;Ramallo;BUENOS AIRES;abr-24
Adolfo Alsina, BUENOS AIRES;168;171;1,240,000;16.57;14.92;11.36;70;68;-101;-100;59;59;Adolfo Alsina;BUENOS AIRES;abr-24
General Arenales, BUENOS AIRES;944;104;71,9;15.21;14.10;15.89;62;60;-101;-98;53;50;General Arenales;BUENOS AIRES;abr-24
San Lorenzo, CHACO;84,5;922;489;16.38;12.30;17.03;72;67;-101;-95;60;57;San Lorenzo;CHACO;abr-24
La Paz, ENTRE RÍOS;1,480,000;3,090,000;9,79;12.15;13.20;11.25;84;64;-101;-101;76;56;La Paz;ENTRE RÍOS;abr-24
General Ocampo, LA RIOJA;36,7;609;3,31;18.56;17.20;17.72;65;60;-90;-90;53;52;General Ocampo;LA RIOJA;abr-24
San Pedro, MISIONES;26,7;918;700;14.27;10.15;4.90;80;80;-100;-87;70;70;San Pedro;MISIONES;abr-24
El Alto, CATAMARCA;266;300;742;18.27;16.23;4.85;61;61;-96;-96;51;51;El Alto;CATAMARCA;abr-24
Sarmiento, CHUBUT;1,610,000;77,6;366;9.81;13.87;13.50;92;80;-99;-94;79;71;Sarmiento;CHUBUT;abr-24
Bariloche, RÍO NEGRO;5,240,000;2,330,000;12,800,000;11.45;16.31;10.61;83;69;-100;-100;75;60;Bariloche;RÍO NEGRO;abr-24
Junín, BUENOS AIRES;3,220,000;1,960,000;2,460,000;13.79;17.90;12.84;66;56;-98;-98;58;47;Junín;BUENOS AIRES;abr-24
Villaguay, ENTRE RÍOS;1,210,000;1,560,000;9,43;12.29;12.54;14.90;73;71;-102;-101;66;62;Villaguay;ENTRE RÍOS;abr-24
Rojas, BUENOS AIRES;1,320,000;671;811;9.25;15.11;11.15;69;61;-102;-102;67;53;Rojas;BUENOS AIRES;abr-24
Alberdi, SANTIAGO DEL ESTERO;38,5;1,230,000;3,46;12.56;10.60;7.11;78;78;-98;-90;69;69;Alberdi;SANTIAGO DEL ESTERO;abr-24
General Juan F. Quiroga, LA RIOJA;14,6;76,3;--;1.51;21.15;--;895;56;-95;-95;850;47;General Juan F. Quiroga;LA RIOJA;abr-24
Juan F. Ibarra, SANTIAGO DEL ESTERO;29;939;399;17.46;15.05;17.28;69;65;-102;-98;58;58;Juan F. Ibarra;SANTIAGO DEL ESTERO;abr-24
Tinogasta, CATAMARCA;310;4,480,000;8,23;1.23;9.40;9.70;1,389;89;-95;-92;1,253;86;Tinogasta;CATAMARCA;abr-24
La Paz, MENDOZA;610;152;15,2;9.36;15.38;7.64;97;70;-103;-102;91;61;La Paz;MENDOZA;abr-24
General Roca, CÓRDOBA;2,000,000;614;27;13.52;19.80;14.34;73;63;-99;-99;64;54;General Roca;CÓRDOBA;abr-24
Libertador General San Martín, CHACO;543;2,540,000;5,74;14.13;12.95;9.24;75;68;-99;-98;66;61;Libertador General San Martín;CHACO;abr-24
Huiliches, NEUQUÉN;1,410,000;268;890;7.46;9.95;13.15;102;82;-101;-98;102;76;Huiliches;NEUQUÉN;abr-24
San Cosme, CORRIENTES;1,060,000;1,130,000;26,5;14.40;13.50;15.28;74;65;-101;-100;65;58;San Cosme;CORRIENTES;abr-24
2 de Abril, CHACO;30,8;495;--;14.51;10.55;--;75;75;-98;-98;65;65;2 de Abril;CHACO;abr-24
Laishi, FORMOSA;190;1,280,000;6,89;10.59;12.01;14.70;82;74;-101;-101;73;62;Laishi;FORMOSA;abr-24
Punilla, CÓRDOBA;7,670,000;9,700,000;888;13.06;15.89;10.36;73;59;-102;-98;65;52;Punilla;CÓRDOBA;abr-24
Tres Lomas, BUENOS AIRES;377;4,03;62,6;15.05;15.57;7;62;62;-100;-95;53;53;Tres Lomas;BUENOS AIRES;abr-24
Juan Martín de Pueyrredón, SAN LUIS;13,300,000;3,120,000;14,000,000;11.07;13.63;9.58;88;76;-101;-98;81;67;Juan Martín de Pueyrredón;SAN LUIS;abr-24
Vinchina, LA RIOJA;27,2;211;3,24;14.65;15.50;1.59;78;61;-96;-96;66;50;Vinchina;LA RIOJA;abr-24
Uruguay, ENTRE RÍOS;2,030,000;5,550,000;686;11.64;11.47;11.22;74;66;-103;-102;67;58;Uruguay;ENTRE RÍOS;abr-24
Chacabuco, BUENOS AIRES;1,750,000;1,230,000;1,500,000;12.21;13.28;8.80;69;59;-102;-102;61;52;Chacabuco;BUENOS AIRES;abr-24
General Alvear, BUENOS AIRES;341;6,06;899;3.26;7.36;8.88;109;91;-104;-102;133;87;General Alvear;BUENOS AIRES;abr-24
Azul, BUENOS AIRES;3,400,000;2,010,000;1,670,000;12.04;16.55;10.70;75;61;-100;-100;66;52;Azul;BUENOS AIRES;abr-24
Roque Pérez, BUENOS AIRES;235;126;634;14.49;21.68;11.17;62;54;-105;-100;54;44;Roque Pérez;BUENOS AIRES;abr-24
Gualeguay, ENTRE RÍOS;3,020,000;3,690,000;26;10.33;11.29;12.80;73;72;-98;-98;68;65;Gualeguay;ENTRE RÍOS;abr-24
Utracán, LA PAMPA;721;6,23;801;14.58;18.84;7.99;71;65;-98;-94;61;57;Utracán;LA PAMPA;abr-24
Catamarca, CATAMARCA;7,710,000;8,210,000;1,090,000;12.77;13.85;10.30;76;67;-96;-96;68;61;Catamarca;CATAMARCA;abr-24
Tres Arroyos, BUENOS AIRES;1,720,000;967;1,730,000;13.86;15.32;7.78;71;66;-103;-103;63;58;Tres Arroyos;BUENOS AIRES;abr-24
San Alberto, CÓRDOBA;1,150,000;3,590,000;67,8;14.74;11.61;10.67;70;70;-102;-101;61;61;San Alberto;CÓRDOBA;abr-24
Belgrano, SAN LUIS;336;918;73,8;13.01;5.47;14.27;87;70;-99;-92;75;61;Belgrano;SAN LUIS;abr-24
Pergamino, BUENOS AIRES;3,890,000;2,260,000;1,750,000;10.73;11.22;6.14;70;70;-103;-103;65;65;Pergamino;BUENOS AIRES;abr-24
Godoy Cruz, MENDOZA;5,600,000;1,080,000;5,360,000;12.86;19.73;11.91;73;59;-100;-97;65;51;Godoy Cruz;MENDOZA;abr-24
Ushuaia, TIERRA DEL FUEGO;5,080,000;1,160,000;5,670,000;10.25;12.14;9.47;94;92;-95;-95;86;83;Ushuaia;TIERRA DEL FUEGO;abr-24
Pinamar, BUENOS AIRES;1,140,000;867;2,190,000;13.37;18.80;14.49;82;54;-101;-101;72;46;Pinamar;BUENOS AIRES;abr-24
Ñorquincó, RÍO NEGRO;--;--;445;--;--;8.92;--;--;--;--;--;--;Ñorquincó;RÍO NEGRO;abr-24
Daireaux, BUENOS AIRES;1,020,000;14;24,3;13.95;1.67;14.05;65;57;-102;-102;56;49;Daireaux;BUENOS AIRES;abr-24
Cainguás, MISIONES;340;2,680,000;1,3;12.20;8.82;1.93;91;88;-106;-96;81;81;Cainguás;MISIONES;abr-24
Puelén, LA PAMPA;1,130,000;6,44;140;8.84;6.57;9.05;101;101;-103;-98;98;94;Puelén;LA PAMPA;abr-24
Río Seco, CÓRDOBA;335;1,080,000;1,84;11.01;7;10.82;69;69;-97;-90;62;62;Río Seco;CÓRDOBA;abr-24
Marcos Juárez, CÓRDOBA;5,160,000;3,680,000;76,7;13.74;18.57;10.89;64;59;-99;-99;56;51;Marcos Juárez;CÓRDOBA;abr-24
Chascomús, BUENOS AIRES;1,640,000;629;1,570,000;14.40;21.18;11.62;62;52;-100;-100;54;43;Chascomús;BUENOS AIRES;abr-24
General Pedernera, SAN LUIS;9,410,000;715;3,790,000;13.04;15.85;11.32;71;71;-100;-100;63;63;General Pedernera;SAN LUIS;abr-24
Paso de Indios, CHUBUT;21,6;--;--;1.23;--;--;1,156;1,156;-86;-86;1,043;1,043;Paso de Indios;CHUBUT;abr-24
Belgrano, SANTA FE;1,010,000;2,750,000;57,4;13.07;14.15;15.13;66;59;-101;-99;58;51;Belgrano;SANTA FE;abr-24
General Pinto, BUENOS AIRES;1,390,000;313;132;11.75;17.45;14.03;65;61;-97;-91;58;53;General Pinto;BUENOS AIRES;abr-24
Hipólito Yrigoyen, BUENOS AIRES;493;13,8;136;15.96;20.25;11.95;61;53;-100;-91;52;50;Hipólito Yrigoyen;BUENOS AIRES;abr-24
Ayacucho, SAN LUIS;997;22;365;9.32;5.14;9.60;81;81;-99;-99;78;78;Ayacucho;SAN LUIS;abr-24
General Belgrano, LA RIOJA;23,5;683;--;1.76;17.17;--;730;61;-92;-88;743;50;General Belgrano;LA RIOJA;abr-24
Garay, SANTA FE;554;1,600,000;4,18;11.86;10.37;8.22;66;66;-102;-101;60;60;Garay;SANTA FE;abr-24
Córdoba, CÓRDOBA;50,800,000;53,200,000;10,600,000;12.51;15.33;9.24;63;56;-98;-98;56;51;Córdoba;CÓRDOBA;abr-24
Languiñeo, CHUBUT;74,1;--;619;10.56;--;1.37;107;107;-94;-94;94;94;Languiñeo;CHUBUT;abr-24
Rosario de Lerma, SALTA;2,060,000;3,480,000;329;9.56;14.19;6.35;87;74;-104;-102;84;69;Rosario de Lerma;SALTA;abr-24
Quilmes, BUENOS AIRES;7,580,000;13,100,000;23,700,000;13.81;15.60;9.71;58;55;-101;-101;50;48;Quilmes;BUENOS AIRES;abr-24
San Javier, SANTA FE;228;2,960,000;1,42;13.39;5.53;16.36;69;55;-103;-97;61;45;San Javier;SANTA FE;abr-24
Montecarlo, MISIONES;557;1,960,000;3,07;13.43;8.96;11.70;80;80;-104;-102;70;70;Montecarlo;MISIONES;abr-24
Cafayate, SALTA;195;1,950,000;38,3;15.40;14.60;9.27;78;64;-99;-93;68;58;Cafayate;SALTA;abr-24
San Vicente, BUENOS AIRES;4,800,000;1,120,000;2,570,000;11.14;13.56;9.80;66;56;-103;-103;62;51;San Vicente;BUENOS AIRES;abr-24
25 de Mayo, RÍO NEGRO;57,9;5,6;1,410,000;4.70;12.53;9.74;616;91;-93;-85;652;82;25 de Mayo;RÍO NEGRO;abr-24
Junín, MENDOZA;2,130,000;975;749;11.99;14.01;12.12;75;70;-103;-101;68;63;Junín;MENDOZA;abr-24
San Martín, SAN JUAN;418;36,2;275;12.59;5.83;11.26;73;73;-102;-100;66;66;San Martín;SAN JUAN;abr-24
José C. Paz, BUENOS AIRES;6,910,000;10,500,000;10,300,000;14.38;15.46;8.57;56;53;-99;-97;48;47;José C. Paz;BUENOS AIRES;abr-24
San Justo, CÓRDOBA;7,930,000;4,710,000;78,5;14.48;17.31;13.05;65;60;-102;-98;57;52;San Justo;CÓRDOBA;abr-24
Merlo, BUENOS AIRES;9,440,000;12,900,000;17,300,000;14.32;15.61;9.36;56;53;-100;-100;49;47;Merlo;BUENOS AIRES;abr-24
Marcos Paz, BUENOS AIRES;820;1,390,000;2,570,000;10.83;13.62;7.70;73;61;-106;-105;73;54;Marcos Paz;BUENOS AIRES;abr-24
Tehuelches, CHUBUT;4,05;1,75;491;12.76;12.58;11.93;83;83;-82;-82;77;77;Tehuelches;CHUBUT;abr-24
9 de Julio, BUENOS AIRES;2,270,000;604;799;11.11;16.23;13.04;80;56;-99;-99;73;48;9 de Julio;BUENOS AIRES;abr-24
San Fernando, CHACO;9,720,000;23,000,000;2,750,000;10.80;13.48;12.33;82;60;-100;-100;76;54;San Fernando;CHACO;abr-24
Trenel, LA PAMPA;289;43,2;4,91;10.86;18.21;11.91;73;64;-98;-98;68;55;Trenel;LA PAMPA;abr-24
Dr. Manuel Belgrano, JUJUY;10,200,000;19,500,000;1,640,000;12.66;15.91;9.23;77;65;-97;-97;70;59;Dr. Manuel Belgrano;JUJUY;abr-24
Cerrillos, SALTA;1,420,000;3,410,000;346;12.92;12.41;9.51;77;75;-103;-98;69;69;Cerrillos;SALTA;abr-24
San Martín, SANTA FE;1,750,000;3,340,000;34,2;13.08;14.97;17.56;69;63;-103;-103;61;54;San Martín;SANTA FE;abr-24
Monte Caseros, CORRIENTES;1,950,000;1,410,000;12,7;10.27;13.37;9.08;85;68;-98;-96;77;61;Monte Caseros;CORRIENTES;abr-24
Libertador General San Martín, SAN LUIS;5,97;308;--;6.56;--;--;100;100;-111;-111;105;105;Libertador General San Martín;SAN LUIS;abr-24
General Las Heras, BUENOS AIRES;461;293;1,130,000;16.01;21.04;5.41;62;53;-106;-103;54;44;General Las Heras;BUENOS AIRES;abr-24
Lavalle, CORRIENTES;610;2,200,000;192;8.65;8.55;--;105;77;-103;-102;100;78;Lavalle;CORRIENTES;abr-24
Colón, CÓRDOBA;9,930,000;10,200,000;1,140,000;12.18;15;10.25;65;60;-102;-101;60;54;Colón;CÓRDOBA;abr-24
Ituzaingó, BUENOS AIRES;3,060,000;3,350,000;5,090,000;13.67;19.89;10.85;57;48;-99;-96;50;41;Ituzaingó;BUENOS AIRES;abr-24
Esquina, CORRIENTES;455;1,720,000;3,55;11.08;13.25;11.68;95;65;-103;-100;86;57;Esquina;CORRIENTES;abr-24
Tala, ENTRE RÍOS;547;1,700,000;48,2;13.54;13.89;14.79;78;68;-103;-103;69;61;Tala;ENTRE RÍOS;abr-24
Rawson, CHUBUT;8,550,000;598;8,630,000;11.29;15.48;11.67;79;74;-99;-99;72;65;Rawson;CHUBUT;abr-24
Collón Curá, NEUQUÉN;155;56,6;419;9.20;9.48;15.09;114;70;-92;-92;106;65;Collón Curá;NEUQUÉN;abr-24
Graneros, TUCUMÁN;551;647;708;12.94;16.02;11.49;78;67;-97;-95;69;61;Graneros;TUCUMÁN;abr-24
Hurlingham, BUENOS AIRES;3,570,000;3,830,000;4,450,000;13.46;17.35;10.05;56;52;-99;-97;49;45;Hurlingham;BUENOS AIRES;abr-24
La Pampa, LA PAMPA;5,140,000;384;2,610,000;11.65;18.90;11.67;73;59;-100;-100;66;50;La Pampa;LA PAMPA;abr-24
Chicoana, SALTA;563;2,270,000;104;15.20;14.17;9.78;73;73;-99;-99;63;63;Chicoana;SALTA;abr-24
General San Martín, CÓRDOBA;6,910,000;3,870,000;207;14.76;18.80;11.50;64;56;-99;-99;55;49;General San Martín;CÓRDOBA;abr-24
Caleu Caleu, LA PAMPA;270;70,1;208;17.13;12.70;12.90;64;64;-98;-97;54;54;Caleu Caleu;LA PAMPA;abr-24
Chimbas, SAN JUAN;1,090,000;1,130,000;2,860,000;14.97;17.45;11.15;71;64;-102;-99;62;56;Chimbas;SAN JUAN;abr-24
Moreno, BUENOS AIRES;13,100,000;17,500,000;23,700,000;13.80;15.29;9.81;58;58;-100;-100;51;51;Moreno;BUENOS AIRES;abr-24
El Carmen, JUJUY;5,450,000;4,050,000;477;12.19;12.15;9.42;80;78;-99;-99;72;72;El Carmen;JUJUY;abr-24
Lobos, BUENOS AIRES;1,350,000;275;710;12.04;17.31;8.68;66;56;-105;-104;60;47;Lobos;BUENOS AIRES;abr-24
Castelli, BUENOS AIRES;289;95,7;466;13.35;20.60;10.24;70;57;-98;-96;63;49;Castelli;BUENOS AIRES;abr-24
Famaillá, TUCUMÁN;1,090,000;3,190,000;28,8;9.52;11.53;8.27;96;72;-100;-97;91;70;Famaillá;TUCUMÁN;abr-24
Alberti, BUENOS AIRES;613;27,6;145;12.03;18.14;16.36;79;61;-100;-100;70;52;Alberti;BUENOS AIRES;abr-24
Arauco, LA RIOJA;246;1,590,000;11,3;12.08;10.24;17.56;76;62;-101;-71;66;57;Arauco;LA RIOJA;abr-24
Gastre, CHUBUT;18,7;--;--;1.41;--;--;890;890;-85;-85;844;844;Gastre;CHUBUT;abr-24
Colón, ENTRE RÍOS;2,010,000;2,960,000;552;12.24;13.19;16.14;74;65;-102;-102;66;55;Colón;ENTRE RÍOS;abr-24
San Antonio, JUJUY;198;296;5,14;13.63;7.94;8.93;83;83;-106;-106;74;74;San Antonio;JUJUY;abr-24
San Salvador, ENTRE RÍOS;565;627;1,33;11.89;14.39;18.09;75;64;-101;-92;67;55;San Salvador;ENTRE RÍOS;abr-24
Iglesia, SAN JUAN;67;849;878;2.98;9.35;10.49;620;89;-94;-94;666;81;Iglesia;SAN JUAN;abr-24
Río Senguer, CHUBUT;421;--;292;9.48;--;10.26;106;89;-94;-82;99;79;Río Senguer;CHUBUT;abr-24
La Rioja, LA RIOJA;11,700,000;8,860,000;1,490,000;13.17;15.10;10.52;71;64;-98;-98;63;57;La Rioja;LA RIOJA;abr-24
Simoca, TUCUMÁN;956;1,050,000;9,97;14.57;12.64;13.17;73;73;-98;-98;64;64;Simoca;TUCUMÁN;abr-24
Metán, SALTA;1,950,000;3,210,000;345;12.75;12.31;6.70;79;79;-102;-100;70;70;Metán;SALTA;abr-24
Leales, TUCUMÁN;1,490,000;3,790,000;10,2;13.59;13.25;9.43;76;69;-104;-104;67;65;Leales;TUCUMÁN;abr-24
General Juan Madariaga, BUENOS AIRES;382;320;2,050,000;12.83;20.14;11.13;84;56;-102;-102;74;47;General Juan Madariaga;BUENOS AIRES;abr-24
Cochinoca, JUJUY;85,6;900;1,38;14.59;12.17;12.15;76;75;-96;-94;65;65;Cochinoca;JUJUY;abr-24
San Martín, MENDOZA;4,670,000;2,020,000;2,060,000;11.88;10.86;10.83;77;75;-103;-102;69;69;San Martín;MENDOZA;abr-24
General Rodríguez, BUENOS AIRES;5,400,000;7,900,000;6,600,000;12.37;13.75;9.93;59;59;-102;-102;53;53;General Rodríguez;BUENOS AIRES;abr-24
Capayán, CATAMARCA;651;1,870,000;4,51;14.18;13.03;6.15;79;71;-100;-100;69;64;Capayán;CATAMARCA;abr-24
Olavarría, BUENOS AIRES;4,570,000;2,310,000;1,810,000;10.96;15.32;8.65;80;60;-102;-100;72;51;Olavarría;BUENOS AIRES;abr-24
Islas del Ibicuy, ENTRE RÍOS;951;2,200,000;12,9;10.37;7.76;7.38;86;81;-101;-100;79;70;Islas del Ibicuy;ENTRE RÍOS;abr-24
Berisso, BUENOS AIRES;528;1,810,000;3,320,000;15.04;16.76;9.61;57;57;-105;-105;48;48;Berisso;BUENOS AIRES;abr-24
Pila, BUENOS AIRES;306;35,2;833;11.66;20.64;8.03;63;56;-102;-102;58;46;Pila;BUENOS AIRES;abr-24
Lobería, BUENOS AIRES;519;156;851;15.45;12.78;9.32;68;68;-100;-100;58;58;Lobería;BUENOS AIRES;abr-24
Ledesma, JUJUY;5,130,000;6,720,000;274;10.93;14.45;9.99;83;76;-100;-100;77;69;Ledesma;JUJUY;abr-24
Las Flores, BUENOS AIRES;1,650,000;196;649;6.96;15.25;8.72;79;60;-103;-103;83;49;Las Flores;BUENOS AIRES;abr-24
General Güemes, CHACO;392;6,220,000;6,3;13.29;6.57;10.50;78;73;-104;-95;69;68;General Güemes;CHACO;abr-24
Lomas de Zamora, BUENOS AIRES;11,800,000;20,000,000;23,600,000;11.58;15.82;11.01;61;53;-100;-100;55;45;Lomas de Zamora;BUENOS AIRES;abr-24
La Plata, BUENOS AIRES;13,000,000;18,500,000;32,300,000;11.60;14.85;10.53;62;58;-103;-103;56;52;La Plata;BUENOS AIRES;abr-24
Campana, BUENOS AIRES;3,150,000;10,200,000;5,150,000;16.66;16.07;11.19;56;53;-102;-98;48;46;Campana;BUENOS AIRES;abr-24
Candelaria, MISIONES;351;2,700,000;98,4;12.82;10.75;13.98;75;75;-103;-100;66;66;Candelaria;MISIONES;abr-24
Rivadavia, BUENOS AIRES;822;289;574;15.14;15.02;8.47;64;64;-103;-102;55;55;Rivadavia;BUENOS AIRES;abr-24
Tunuyán, MENDOZA;3,340,000;786;880;8.60;15.17;10.62;82;71;-99;-99;80;63;Tunuyán;MENDOZA;abr-24
Maipú, MENDOZA;7,180,000;2,690,000;4,920,000;11.59;12.77;10.85;76;75;-101;-100;69;68;Maipú;MENDOZA;abr-24
San Roque, CORRIENTES;365;1,320,000;4,27;14.14;10.80;6.65;75;73;-97;-91;66;66;San Roque;CORRIENTES;abr-24
San Miguel, BUENOS AIRES;8,060,000;9,870,000;11,000,000;12.51;17.45;8.70;59;52;-100;-97;53;45;San Miguel;BUENOS AIRES;abr-24
Federación, ENTRE RÍOS;1,770,000;4,080,000;172;11.74;12.38;6.30;73;67;-103;-102;66;59;Federación;ENTRE RÍOS;abr-24
Junín, SAN LUIS;2,070,000;363;1,080,000;10.46;12.69;7.54;91;87;-104;-104;84;79;Junín;SAN LUIS;abr-24
Atreucó, LA PAMPA;330;14,4;626;15.72;14.85;12.38;71;71;-101;-94;60;60;Atreucó;LA PAMPA;abr-24
Castro Barros, LA RIOJA;78,3;298;1,1;15.90;13.78;7.69;69;69;-101;-101;58;58;Castro Barros;LA RIOJA;abr-24
Trenque Lauquen, BUENOS AIRES;1,960,000;652;795;12.10;14.68;8.80;66;66;-100;-100;59;59;Trenque Lauquen;BUENOS AIRES;abr-24
Rawson, SAN JUAN;2,290,000;1,740,000;4,340,000;14.08;18.69;11.11;71;62;-100;-97;63;54;Rawson;SAN JUAN;abr-24
Luján de Cuyo, MENDOZA;7,790,000;1,920,000;4,280,000;11.72;15.93;10.80;78;65;-100;-100;71;57;Luján de Cuyo;MENDOZA;abr-24
Realicó, LA PAMPA;834;76,5;375;13.58;16.01;12.14;65;65;-99;-99;57;57;Realicó;LA PAMPA;abr-24
Pilagás, FORMOSA;434;989;--;12;12.71;--;83;77;-98;-98;73;68;Pilagás;FORMOSA;abr-24
Salta, SALTA;23,600,000;37,300,000;6,500,000;11.05;14.11;8.20;80;68;-99;-98;74;63;Salta;SALTA;abr-24
Trancas, TUCUMÁN;1,200,000;1,350,000;5,33;12.32;12.50;10.53;76;76;-99;-94;67;67;Trancas;TUCUMÁN;abr-24
Almirante Brown, BUENOS AIRES;9,300,000;10,600,000;15,500,000;12.16;17.07;9.07;61;51;-101;-100;55;43;Almirante Brown;BUENOS AIRES;abr-24
Pellegrini, BUENOS AIRES;245;84,1;393;19.77;18.28;10.32;58;58;-100;-97;49;49;Pellegrini;BUENOS AIRES;abr-24
Saavedra, BUENOS AIRES;403;372;1,020,000;14.79;12.55;10.59;76;73;-104;-104;66;66;Saavedra;BUENOS AIRES;abr-24
General San Martín, LA RIOJA;55,8;219;792;13.48;12.59;17.35;63;57;-91;-89;53;53;General San Martín;LA RIOJA;abr-24
Santa Rosa, CATAMARCA;245;1,270,000;2,04;12.06;11.85;10.59;78;77;-99;-90;70;70;Santa Rosa;CATAMARCA;abr-24
Guatraché, LA PAMPA;178;11,9;450;13.53;17.26;15.06;63;62;-96;-96;53;53;Guatraché;LA PAMPA;abr-24
Cruz del Eje, CÓRDOBA;2,050,000;2,660,000;113;13.35;15.35;11.37;72;65;-101;-99;63;58;Cruz del Eje;CÓRDOBA;abr-24
25 de Mayo, SAN JUAN;393;52;123;10.92;17.04;10.13;77;70;-101;-96;70;59;25 de Mayo;SAN JUAN;abr-24
Florentino Ameghino, BUENOS AIRES;323;376;1,84;15.32;16.30;12.17;62;61;-100;-100;52;52;Florentino Ameghino;BUENOS AIRES;abr-24
Río Primero, CÓRDOBA;1,960,000;1,970,000;34,3;14.43;17.92;12.83;61;58;-100;-100;53;50;Río Primero;CÓRDOBA;abr-24
Magallanes, SANTA CRUZ;1,210,000;51,9;291;10.65;13.49;12.66;91;89;-96;-95;83;79;Magallanes;SANTA CRUZ;abr-24
Ñorquín, NEUQUÉN;183;--;240;10.94;--;10.05;110;87;-97;-97;90;87;Ñorquín;NEUQUÉN;abr-24
Mercedes, CORRIENTES;1,250,000;3,240,000;46,5;10.40;9.71;13.12;86;71;-101;-101;79;67;Mercedes;CORRIENTES;abr-24
Misiones, MISIONES;9,630,000;16,400,000;730;10.56;13.64;12.21;79;68;-100;-99;73;61;Misiones;MISIONES;abr-24
Fray Justo Santa María de Oro, CHACO;139;413;--;14.67;6.54;--;77;77;-102;-102;66;66;Fray Justo Santa María de Oro;CHACO;abr-24
Capitán Sarmiento, BUENOS AIRES;701;304;283;9.99;15.90;10.26;76;57;-104;-104;72;49;Capitán Sarmiento;BUENOS AIRES;abr-24
Santa Bárbara, JUJUY;503;2,110,000;1,89;10.60;10.45;5.57;97;76;-100;-88;89;88;Santa Bárbara;JUJUY;abr-24
General Viamonte, BUENOS AIRES;303;122;676;15.92;19.26;12;66;51;-103;-101;56;42;General Viamonte;BUENOS AIRES;abr-24
Tigre, BUENOS AIRES;12,000,000;16,700,000;14,100,000;12.18;17.58;9.37;58;52;-98;-97;52;45;Tigre;BUENOS AIRES;abr-24
Guaraní, MISIONES;320;2,320,000;6,45;12.62;8.20;13.16;87;87;-100;-94;77;77;Guaraní;MISIONES;abr-24
Tres de Febrero, BUENOS AIRES;6,280,000;10,700,000;10,500,000;12.77;15.46;10.82;57;54;-99;-98;50;48;Tres de Febrero;BUENOS AIRES;abr-24
Monte Hermoso, BUENOS AIRES;379;174;964;17.93;20.96;13.87;60;58;-101;-101;49;49;Monte Hermoso;BUENOS AIRES;abr-24
La Paz, CATAMARCA;2,370,000;2,130,000;20,2;13.28;14.25;8.46;67;64;-97;-90;59;59;La Paz;CATAMARCA;abr-24
General Villegas, BUENOS AIRES;962;1,690,000;16,7;13.09;14.92;12.73;68;67;-103;-103;60;60;General Villegas;BUENOS AIRES;abr-24
Iruya, SALTA;65,3;57,3;--;0.93;1.87;--;1,455;959;-93;-93;1,292;919;Iruya;SALTA;abr-24
Berazategui, BUENOS AIRES;5,360,000;5,720,000;12,200,000;13.48;16.10;10.60;59;54;-100;-100;52;47;Berazategui;BUENOS AIRES;abr-24
San Martín, SANTIAGO DEL ESTERO;99,3;393;3,49;11.36;8.29;10.28;71;71;-93;-93;61;61;San Martín;SANTIAGO DEL ESTERO;abr-24
Biedma, CHUBUT;3,250,000;448;8,630,000;12.42;15.67;10.58;79;70;-102;-100;71;60;Biedma;CHUBUT;abr-24
25 de Mayo, CHACO;77,8;1,620,000;7,29;15.55;10.75;13.34;73;71;-100;-99;63;63;25 de Mayo;CHACO;abr-24
Malargüe, MENDOZA;993;154;1,280,000;10.90;16.57;11.48;95;77;-99;-99;87;67;Malargüe;MENDOZA;abr-24
Copo, SANTIAGO DEL ESTERO;38,1;1,910,000;4,35;13.20;11.33;13.84;76;73;-100;-91;67;62;Copo;SANTIAGO DEL ESTERO;abr-24
Federal, ENTRE RÍOS;59,8;1,610,000;--;19.87;10.12;--;60;60;-98;-98;51;51;Federal;ENTRE RÍOS;abr-24
Minas, CÓRDOBA;7,07;294;--;21.74;19.99;--;55;55;-97;-97;45;45;Minas;CÓRDOBA;abr-24
Zonda, SAN JUAN;258;58,4;67,9;16.69;9.37;9.75;69;69;-101;-98;60;60;Zonda;SAN JUAN;abr-24
Concordia, ENTRE RÍOS;4,870,000;6,500,000;344;11.09;12.80;10.31;73;65;-101;-101;67;57;Concordia;ENTRE RÍOS;abr-24
Santa Fé, SANTA FE;15,900,000;17,700,000;6,940,000;9.18;13.30;9.63;73;61;-101;-101;70;53;Santa Fé;SANTA FE;abr-24
Santo Tomé, CORRIENTES;3,050,000;3,630,000;11,6;7.20;10.78;13;98;80;-104;-101;104;73;Santo Tomé;CORRIENTES;abr-24
Molinos, SALTA;10,6;342;--;1.43;16.01;--;756;69;-103;-102;749;60;Molinos;SALTA;abr-24
Sanagasta, LA RIOJA;214;25,6;--;16.10;20.45;--;69;61;-101;-101;59;51;Sanagasta;LA RIOJA;abr-24
General Pueyrredón, BUENOS AIRES;21,300,000;9,970,000;20,200,000;13.48;17.87;12.24;67;56;-100;-99;60;48;General Pueyrredón;BUENOS AIRES;abr-24
Burruyacú, TUCUMÁN;870;3,240,000;4,51;13.23;11.13;11.44;73;73;-105;-82;64;64;Burruyacú;TUCUMÁN;abr-24
